X;Result
-9,56700000;7,05502136
-9,56600000;7,10464222
-9,56500000;7,15497324
-9,56400000;7,20602971
-9,56300000;7,25782740
-9,56200000;7,31038249
-9,56100000;7,36371167
-9,56000000;7,41783211
-9,55900000;7,47276150
-9,55800000;7,52851805
-9,55700000;7,58512053
-9,55600000;7,64258828
-9,55500000;7,70094124
-9,55400000;7,76019995
-9,55300000;7,82038560
-9,55200000;7,88152005
-9,55100000;7,94362586
-9,55000000;8,00672628
-9,54900000;8,07084536
-9,54800000;8,13600787
-9,54700000;8,20223944
-9,54600000;8,26956652
-9,54500000;8,33801644
-9,54400000;8,40761747
-9,54300000;8,47839880
-9,54200000;8,55039066
-9,54100000;8,62362428
-9,54000000;8,69813199
-9,53900000;8,77394726
-9,53800000;8,85110473
-9,53700000;8,92964029
-9,53600000;9,00959110
-9,53500000;9,09099568
-9,53400000;9,17389397
-9,53300000;9,25832736
-9,53200000;9,34433882
-9,53100000;9,43197291
-9,53000000;9,52127589
-9,52900000;9,61229580
-9,52800000;9,70508254
-9,52700000;9,79968796
-9,52600000;9,89616596
-9,52500000;9,99457260
-9,52400000;10,09496618
-9,52300000;10,19740741
-9,52200000;10,30195944
-9,52100000;10,40868811
-9,52000000;10,51766199
-9,51900000;10,62895255
-9,51800000;10,74263435
-9,51700000;10,85878519
-9,51600000;10,97748625
-9,51500000;11,09882234
-9,51400000;11,22288206
-9,51300000;11,34975802
-9,51200000;11,47954709
-9,51100000;11,61235062
-9,51000000;11,74827474
-9,50900000;11,88743058
-9,50800000;12,02993466
-9,50700000;12,17590914
-9,50600000;12,32548220
-9,50500000;12,47878841
-9,50400000;12,63596914
-9,50300000;12,79717299
-9,50200000;12,96255624
-9,50100000;13,13228340
-9,50000000;13,30652771
-9,49900000;13,48547175
-9,49800000;13,66930807
-9,49700000;13,85823989
-9,49600000;14,05248184
-9,49500000;14,25226077
-9,49400000;14,45781666
-9,49300000;14,66940354
-9,49200000;14,88729056
-9,49100000;15,11176313
-9,49000000;15,34312416
-9,48900000;15,58169544
-9,48800000;15,82781910
-9,48700000;16,08185927
-9,48600000;16,34420389
-9,48500000;16,61526663
-9,48400000;16,89548914
-9,48300000;17,18534339
-9,48200000;17,48533434
-9,48100000;17,79600289
-9,48000000;18,11792911
-9,47900000;18,45173586
-9,47800000;18,79809282
-9,47700000;19,15772096
-9,47600000;19,53139756
-9,47500000;19,91996179
-9,47400000;20,32432104
-9,47300000;20,74545795
-9,47200000;21,18443839
-9,47100000;21,64242048
-9,47000000;22,12066478
-9,46900000;22,62054587
-9,46800000;23,14356554
-9,46700000;23,69136785
-9,46600000;24,26575640
-9,46500000;24,86871415
-9,46400000;25,50242629
-9,46300000;26,16930669
-9,46200000;26,87202863
-9,46100000;27,61356061
-9,46000000;28,39720822
-9,45900000;29,22666344
-9,45800000;30,10606277
-9,45700000;31,04005621
-9,45600000;32,03388948
-9,45500000;33,09350262
-9,45400000;34,22564874
-9,45300000;35,43803808
-9,45200000;36,73951385
-9,45100000;38,14026822
-9,45000000;39,65210975
-9,44900000;41,28879705
-9,44800000;43,06645868
-9,44700000;45,00412634
-9,44600000;47,12441891
-9,44500000;49,45442936
-9,44400000;52,02688857
-9,44300000;54,88171236
-9,44200000;58,06808738
-9,44100000;61,64732868
-9,44000000;65,69686351
-9,43900000;70,31589585
-9,43800000;75,63364141
-9,43700000;81,82160542
-9,43600000;89,11242479
-9,43500000;97,82977009
-9,43400000;108,43770228
-9,43300000;121,62604730
-9,43200000;138,46669944
-9,43100000;160,72065061
-9,43000000;191,49779068
-9,42900000;236,85436428
-9,42800000;310,36519215
-9,42700000;450,04203114
-9,42600000;818,31966245
-9,42500000;4504,16406371
-9,42400000;-1285,37512187
-9,42300000;-562,43538626
-9,42200000;-359,97389202
-9,42100000;-264,69215524
-9,42000000;-209,29415169
-9,41900000;-173,07175610
-9,41800000;-147,53766152
-9,41700000;-128,56934643
-9,41600000;-113,92286276
-9,41500000;-102,27222191
-9,41400000;-92,78354537
-9,41300000;-84,90615373
-9,41200000;-78,26175139
-9,41100000;-72,58186889
-9,41000000;-67,67070417
-9,40900000;-63,38209448
-9,40800000;-59,60472340
-9,40700000;-56,25232040
-9,40600000;-53,25699194
-9,40500000;-50,56457556
-9,40400000;-48,13133575
-9,40300000;-45,92156994
-9,40200000;-43,90584523
-9,40100000;-42,05968002
-9,40000000;-40,36254486
-9,39900000;-38,79709586
-9,39800000;-37,34857992
-9,39700000;-36,00436836
-9,39600000;-34,75358784
-9,39500000;-33,58682558
-9,39400000;-32,49589214
-9,39300000;-31,47362889
-9,39200000;-30,51375082
-9,39100000;-29,61071717
-9,39000000;-28,75962444
-9,38900000;-27,95611738
-9,38800000;-27,19631440
-9,38700000;-26,47674489
-9,38600000;-25,79429626
-9,38500000;-25,14616890
-9,38400000;-24,52983783
-9,38300000;-23,94301981
-9,38200000;-23,38364511
-9,38100000;-22,84983310
-9,38000000;-22,33987115
-9,37900000;-21,85219629
-9,37800000;-21,38537918
-9,37700000;-20,93811016
-9,37600000;-20,50918695
-9,37500000;-20,09750390
